Preference,Region,Places.Available,Description,ENT,CTX,GSX,OMFS,PAED,PLA,TO,URO,VAS,BRE,ICM
South West - Peninsula - Torbay - CT1 - Aug - 11,Health Education England South West,1,Torbay Hospital (CT1)CT1 -  ENT (12 months)                                                                                                                      Plymouth (CT2)CT2 -   ENT (6 months)/ Plastics (6 months)Please note rotations may be subject to change.,1,0,0,0,0,1,0,0,0,0,0
South West - Peninsula - Torbay - CT1 - Aug - 12,Health Education England South West,1,Torbay HospitalCT1 -  T&O (12 months)CT2 - General Surgery (6 months)/ Colo (6 months)Please note rotations may be subject to change.,0,0,1,0,0,0,1,0,0,0,0
South West - Peninsula - Torbay - CT1 - Aug - 13,Health Education England South West,1,Torbay HospitalCT1 - Colorectal (6 months) / General Surgery (6 months)CT2 - Urology (6 months) / General Surgery (6 montshs)Please note rotations may be subject to change.,0,0,1,0,0,0,0,1,0,0,0
South West - Severn - Bath - CT1 - Aug - 16,Health Education England South West,1,"SEV16 - Gen Surgery - SIG Rotation 11 - Year 1 T&O/Breast & Endocrine - RUH Bath, Year 2 GI, RUH BATH & Vascular at NBT. THIS IS A 2 TRUST PLACEMENT.  The vascular element is 6 months at Southmead Hospital, Bristol",1,0,1,0,0,0,1,0,1,1,0
South West - Severn - Bath - CT1 - Aug - 17,Health Education England South West,1,"SEV/17 - Gen Surgery - SIG Rotation 12 - Year 1 Vascular - Southmead Hospital for 6 months, then T&O at RUH Bath. Year 2 Breast/Endocrine & GI Surgery RUH Bath. THIS IS A 2 TRUST PLACEMENT. The vascular element is at Southmead Hospital, Bristol.",1,0,1,0,0,0,1,0,1,1,0
South West - Severn - Bath - CT1 - Aug - 18,Health Education England South West,1,"SEV/18 T&O - T&O Rotation 6 - Year 1 GI surgery/T&O, Year 2 T&O - RUH Bath",0,0,0,0,0,0,1,0,0,0,0
South West - Severn - Bath - CT1 - Aug - 19,Health Education England South West,1,"SEV/19 - T&O - T&O Rotation 7 - Year 1 T&O/GI surgery , Year 2 T&O - RUH Bath",0,0,0,0,0,0,1,0,0,0,0
South West - Severn - Bristol - CT1 - Aug - 11,Health Education England South West,1,SEV/11Gen Surgery - SIG Rotation 8 - Year 1 T&O/LGI Year 2HPB/Paediatric Surgery UBHT/BCH,0,0,1,0,1,0,1,0,0,0,0
South West - Severn - Bristol - CT1 - Aug - 12,Health Education England South West,1,"SEV/12 - Paediatric Surgery - SIG Rotation 9 - Year 1 UGI/Paediatric Surg, Year 2 Paediatric Surgery/LGI - Bristol Childrens/BRI",0,0,1,0,1,0,0,0,0,0,0
South West - Severn - Bristol - CT1 - Aug - 13,Health Education England South West,1,HESEV/13 - ENT  Surgery - SIG Rotation 10 - Year 1 LGI/ENT (H&K) Year 2 OMFS /HPB - Bristol Royal Infirmary,1,0,1,1,0,0,0,0,0,0,0
South West - Severn - Bristol - CT1 - Aug - 14,Health Education England South West,1,"SEV/14 - T&O - T&O Rotation 4 - Year 1 T&O/HPB, Bristol Royal Infirmary. Year 2 T&O - Cheltenham & Gloucester. THIS IS A 2 TRUST PLACEMENT. Year 1 Bristol, Year 2 Cheltenham",1,0,0,0,0,0,1,0,0,0,0
South West - Severn - Bristol - CT1 - Aug - 15,Health Education England South West,1,SEV/15 - T&O - T&O Rotation 5 - Year 1 UGI/T&O Year 2 T&O Bristol Royal Infirmary,0,0,1,0,0,0,1,0,0,0,0
South West - Severn - Cheltenham/Gloucester - CT1 - Aug - 1,Health Education England South West,1,"SEV/01 - Gen Surgery  - SIG Rotation 1, Year 1 Urology/Vascular  Cheltenham, Year 2 LGI/UGI Bristol.  THIS IS A 2 TRUST PLACEMENT. Year 1 Cheltenahm, Year 2 Bristol",1,0,1,0,0,0,0,1,1,0,0
South West - Severn - Cheltenham/Gloucester - CT1 - Aug - 2,Health Education England South West,1,SEV/02 - Gen Surgery SIG Rotation 2 - Year 1 - Vascular/Urology Year 2 LGI/UGI Cheltenham & Gloucester.,0,0,1,0,0,0,0,1,1,0,0
South West - Severn - Cheltenham/Gloucester - CT1 - Aug - 3,Health Education England South West,1,"SEV/03 - Urology SIG Rotation 3 - Year 1 Vascular/Urology, Year 2 Urology/LGI Gloucester & Cheltenham",0,0,1,0,0,0,0,1,1,0,0
South West - Severn - Cheltenham/Gloucester - CT1 - Aug - 4,Health Education England South West,1,"SEV/04 - T&O Rotation 1 - Year 1 T&O/Vascular, Year 2 T&O Gloucester & Cheltenham",0,0,0,0,0,0,1,0,1,0,0
South West - Severn - North Bristol - CT1 - Aug - 10,Health Education England South West,1,"SEV/10 - T&O Rotation 3 - Year 1 T&O/Plastics, Year 2 T&O - Southmead Hospital, Bristol",0,0,0,0,0,1,1,0,0,0,0
South West - Severn - North Bristol - CT1 - Aug - 5,Health Education England South West,1,"SEV/ 05 - Gen Surgery-  SIG Rotation 4 - Year 1 UGI/Endocrine & Transplant, Year 2 Colorectal & Plastics - Southmead Hospital, Bristol",0,0,1,0,0,1,0,0,0,0,0
South West - Severn - North Bristol - CT1 - Aug - 6,Health Education England South West,1,"SEV/06 - Gen Surgery SIG Rotation 5 - Year 1 Plastics/UGI, Year 2 Vascular/Breast - Southmead Hospital, Bristol",0,0,1,0,0,1,0,0,1,1,0
South West - Severn - North Bristol - CT1 - Aug - 7,Health Education England South West,1,"SEV/07 - Plastic Surgery - SIG Rotation 6 - Year 1 Breast/Plastics, Year 2 Plastics/UGI - Southmead Hospital, Bristol",0,0,1,0,0,1,0,0,0,1,0
South West - Severn - North Bristol - CT1 - Aug - 8,Health Education England South West,1,"SEV/08 - Urology - SIG Rotation 7 - Year 1 Urology/Colorectal, Year 2 Endo& Transplant/Urology - Southmead Hospital, Bristol",0,0,1,0,0,0,0,1,0,0,0
South West - Severn - North Bristol - CT1 - Aug - 9,Health Education England South West,1,"SEV/09 - T&O Rotation 2 - Year 1 Plastics/T&O, Year 2 T&O - Southmead Hospital, Bristol",0,0,0,0,0,1,1,0,0,0,0
South West - Severn - Swindon - CT1 - Aug - 20,Health Education England South West,1,"SEV/20 - General Surgery - SIG Rotation 13 - Year 1 T&O/General Surgery, GWH Swindon; Year 2 General/Breast & General/GI - GWH Swindon",0,0,1,0,0,0,1,0,0,1,0
South West - Severn - Swindon - CT1 - Aug - 21,Health Education England South West,1,"SEV/21 T&O - T&O Rotation 8 - Year 1 General/Breast & T&O, Year 2 T&O - GWH Swindon",0,0,0,0,0,0,1,0,0,1,0
South West - Severn - Taunton - CT1 - Aug - 22,Health Education England South West,1,"SEV22  SIG 14 - General Surgery - Year 1 Breast/Vascular, Year 2 Colorectal/UGI Musgrove Park, Taunton",0,0,1,0,0,0,0,0,1,1,0
South West - Severn - Taunton - CT1 - Aug - 23,Health Education England South West,1,"SEV/23 - General Surgery - SIG Rotation 15 Year 1 UGI/Urology Year 2 Vascular,Colorectal. Musgrove Park , Taunton.",0,0,1,0,0,0,0,1,1,0,0
South West - Severn - Taunton - CT1 - Aug - 24,Health Education England South West,1,"HESEV/24 - General Surgery - SIG Rotation 16 Year 1 Vascular/ Urology Year 2 Urology/Colorectal - Musgrove Park , Taunton.",0,0,1,0,0,0,0,1,1,0,0
South West - Severn - Taunton - CT1 - Aug - 25,Health Education England South West,1,"SEV/25 - T&O - T&O Rotation 9 - Year 1 Colorectal/T&O , Year 2 12 months T&O. Musgrove Park , Taunton.",0,0,1,0,0,0,1,0,0,0,0
Thames Valley - CT1 - Aug - 1,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is General Surgery and the firs placement is John Radcliffe Hospital, OUH.",0,0,1,0,0,0,0,0,0,0,0
Thames Valley - CT1 - Aug - 10,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Trauma & Orthopaedics.  The first 6 months will be based at Bucks Healthcare",0,0,0,0,0,0,1,0,0,0,0
Thames Valley - CT1 - Aug - 11,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Trauma & Orthopaedics.  The first 6 months will be based at Royal Berkshire Hospital, Reading",0,0,0,0,0,0,1,0,0,0,0
Thames Valley - CT1 - Aug - 12,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Trauma & Orthopaedics.  The first 6 months will be based at Royal Berkshire Hospital, Reading",0,0,0,0,0,0,1,0,0,0,0
Thames Valley - CT1 - Aug - 13,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Trauma & Orthopaedics.  The first 6 months will be based at Wexham Park Hospital, Slough",0,0,0,0,0,0,1,0,0,0,0
Thames Valley - CT1 - Aug - 14,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Plastic Surgery.  The first 6 months will be based at John Radcliffe Hospital, OUH",0,0,0,0,0,1,0,0,0,0,0
Thames Valley - CT1 - Aug - 15,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Plastic Surgery.  The first 6 months will be based at John Radcliffe Hospital, OUH",0,0,0,0,0,1,0,0,0,0,0
Thames Valley - CT1 - Aug - 16,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Plastic Surgery.  The first 6 months will be based at Stoke Mandeville Hospital, Aylesbury",0,0,0,0,0,1,0,0,0,0,0
Thames Valley - CT1 - Aug - 17,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is ENT Surgery.  The first 6 months will be based at John Radcliffe Hospital, OUH",1,0,0,0,0,0,0,0,0,0,0
Thames Valley - CT1 - Aug - 18,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is ENT Surgery.  The first 6 months will be based at Wexham Park, Slough",1,0,0,0,0,0,0,0,0,0,0
Thames Valley - CT1 - Aug - 2,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is General Surgery.  The first 6 months will be based at Royal Berkshire Hospital, Reading",0,0,1,0,0,0,0,0,0,0,0
Thames Valley - CT1 - Aug - 3,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is General Surgery.  First rotation TBC",0,0,1,0,0,0,0,0,0,0,0
Thames Valley - CT1 - Aug - 4,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is General Surgery.  The first 6 months will be based at Bucks Healthcare",0,0,1,0,0,0,0,0,0,0,0
Thames Valley - CT1 - Aug - 5,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is General Surgery.  The first 6 months will be based at John Radcliffe, OUH",0,0,1,0,0,0,0,0,0,0,0
Thames Valley - CT1 - Aug - 6,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Urology. The first placement is at Churchill, OUH.",0,0,0,0,0,0,0,1,0,0,0
Thames Valley - CT1 - Aug - 7,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Urology.  The first 6 months will be based at Royal Berkshire, Reading",0,0,0,0,0,0,0,1,0,0,0
Thames Valley - CT1 - Aug - 8,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Urology.  The first 6 months will be based at Churchill Hospital, OUH",0,0,0,0,0,0,0,1,0,0,0
Thames Valley - CT1 - Aug - 9,Health Education England Thames Valley,1,"This is part of a rotation scheme that includes Bucks, OUH, Reading, Berkshire, Wexham, Stoke Mandeville. The theme is Trauma & Orthopaedics.  The first 6 months will be based at Bucks Healthcare",0,0,0,0,0,0,1,0,0,0,0
Wales - North - CT1 - Aug - 10,Wales,1,"24 months Wrexham Maelor Hospital.  Yr 1 - 6 months T&O, 6 months General Surgery. Year 2 - 6 months UGI, 6 months Breast Surgery.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,0,1,0
Wales - North - CT1 - Aug - 11,Wales,1,"24 months Ysbyty Gwynedd Hospital, Bangor.  Yr 1 - 6 months General Surgery, 6 months T&O.  Year 2 - 6 months T&O, 6 months Urology.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,1,0,0,0
Wales - North - CT1 - Aug - 12,Wales,1,"24 months Ysbyty Gwynedd Hospital, Bangor.  Yr 1 - 6 months General Surgery (Vascular), 6 months T&O. Year 2 - 6 months T&O, 6 months General Surgery.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,1,0,0
Wales - North - CT1 - Aug - 7,Wales,1,"24 months Wrexham Maelor Hospital.  Yr 1 - 6 months General (Vascular), 6 months General Surgery.  Year 2 - 6 months General Surgery, 6 months T&O.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,1,0,0
Wales - North - CT1 - Aug - 8,Wales,1,"24 months Wrexham Maelor Hospital.  Yr 1 - 6 months General Surgery, 6 months Urology.  Year 2 - 6 months Urology, 6 months UGI.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,0,1,0,0,0
Wales - North - CT1 - Aug - 9,Wales,1,"24 months Wrexham Maelor Hospital.  Yr 1 - 6 months General Surgery, 6 months T&O.  Year 2 - 6 months T&O, 6 months General Surgery (Vascular).  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,1,0,0
Wales - South - CT1 - Aug - 13,Wales,1,"24 months University Hospital of Wales, Cardiff.  Yr 1 - 6 months Neurosurgery, 6 months ENT .  Yr 2 - 6 months ENT, 6 months General Surgery.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",1,0,1,0,0,0,0,0,0,0,0
Wales - South - CT1 - Aug - 14,Wales,1,"24 months University Hospital of Wales, Cardiff.  Yr 1 - 6 months OMFS, 6 months T&O.  Year 2 - 6 months T&O, 6 months General Surgery.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,1,0,0,1,0,0,0,0
Wales - South - CT1 - Aug - 15,Wales,1,"24 months University Hospital of Wales, Cardiff. Yr 1 - 6 months T&O, 6 months Vascular.  Year 2 - 6 months Endocrine, 6 months Urology.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,1,1,0,0
Wales - South - CT1 - Aug - 16,Wales,1,"Yr 1 - 6 months General Surgery in University Hospital of Wales, Cardiff, 6 months Vascular in The Grange University Hospital, Cwmbran.  Yr 2 - 6 months T&O in The Grange University Hospital, Cwmbran, 6 months General Surgery University Hospital of Wales, Cardiff.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,1,0,0
Wales - South - CT1 - Aug - 17,Wales,1,"24 months University Hospital of Wales, Cardiff.  Yr 1 - 6 months Transplant, 6 months T&O.  Yr 2 - 6 months T&O, 6 months OMFS.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,1,0,0,1,0,0,0,0
Wales - South - CT1 - Aug - 18,Wales,1,"24 months University Hospital of Wales, Cardiff.  Yr 1 - 6 months T&O, 6 months OMFS.  Yr 2 - 6 months OMFS, 6 months Transplant.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,1,0,0,1,0,0,0,0
Wales - South - CT1 - Aug - 19,Wales,1,"Yr 1- 6 months General Surgery in The Grange University Hospital, Cwmbran, 6 months General Surgery Royal Glamorgan, Llantrisant  Yr 2 - 6 months General Surgery Royal Glamorgan, Llantrisant, 6 months ENT The Grange University Hospital, Cwmbran.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",1,0,1,0,0,0,0,0,0,0,0
Wales - South - CT1 - Aug - 20,Wales,1,"24 months The Grange University Hospital, Cwmbran. Yr 1 - 6 months T&O, 6 months ENT.  Yr 2 - 6 months ENT, 6 months General Surgery.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",1,0,1,0,0,0,1,0,0,0,0
Wales - South - CT1 - Aug - 21,Wales,1,"24 months The Grange University Hospital, Cwmbran.  Yr 1 - 6 months General Surgery, 6 months T&O.  Year 2 - 6 months T&O, 6 months General Surgery.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,0,0,0,0
Wales - South - CT1 - Aug - 22,Wales,1,"Yr 1 - 6 months Neurosurgery in University Hospital of Wales, Cardiff, 6 months ENT Royal Glamorgan, Llantrisant  Yr 2 - 6 months ENT Royal Glamorgan, Llantrisant, 6 months General Surgery Royal Glamorgan, Llantrisant.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",1,0,1,0,0,0,0,0,0,0,0
Wales - South - CT1 - Aug - 23,Wales,1,"Yr 1 - 6 months General Surgery, Royal Glamorgan, Llantrisant, 6 months Urology Royal Glamorgan, Llantrisant  Yr 2 - 6 months Urology Royal Glamorgan, Llantrisant, 6 months T&O The Grange University Hospital, Cwmbran.  Please note: The rotation you are accepting is final unless change is required for educational reasons.  General Surgery subspecialties will be assigned on Consultant availability and cannot be selected in advance.",0,0,1,0,0,0,1,1,0,0,0
